NEW_DATE,SALES,COST_OF_SALES,QUANTITY_SOLD,DAILY_PRICE_PER_UNIT,DAILY_GROSS_PROFIT_PCT,DAILY_GROSS_PROFIT_PER_UNIT,AVG_UNIT_SALES_PRICE,ROLLING_7DAY_SALES_AVG,WEEKDAY,AVG_WEEKDAY_SALES,PROMO_NAME,BASE_START,BASE_END,BASE_PRICE,PROMO_PRICE,BASE_QTY,PROMO_QTY,PRICE_CHANGE_PCT,QTY_CHANGE_PCT,PRICE_ELASTICITY
2015-12-01,262394.78000,285838.55680,7474,35.11,-8.93,-3.14,35.40,258254.74,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-12-01,262394.78000,285838.55680,7474,35.11,-8.93,-3.14,35.40,251467.03,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-02-01,181209.12850,178435.71530,5304,34.16,1.53,0.52,35.40,112601.69,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-02-01,181209.12850,178435.71530,5304,34.16,1.53,0.52,35.40,145907.05,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-02-01,181209.12850,178435.71530,5304,34.16,1.53,0.52,35.40,129254.37,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-02-01,171469.93050,174652.45800,4165,41.17,-1.86,-0.76,35.40,173228.73,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-02-01,171469.93050,174652.45800,4165,41.17,-1.86,-0.76,35.40,167953.06,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-02-01,171469.93050,174652.45800,4165,41.17,-1.86,-0.76,35.40,178504.41,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-02-01,339004.33690,371177.18690,10153,33.39,-9.49,-3.17,35.40,336789.58,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-02-01,339004.33690,371177.18690,10153,33.39,-9.49,-3.17,35.40,361589.41,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-02-01,339004.33690,371177.18690,10153,33.39,-9.49,-3.17,35.40,311989.76,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-03-01,846678.38820,872081.58500,26410,32.06,-3.00,-0.96,35.40,552172.42,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-03-01,846678.38820,872081.58500,26410,32.06,-3.00,-0.96,35.40,695709.19,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-03-01,846678.38820,872081.58500,26410,32.06,-3.00,-0.96,35.40,623940.81,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-03-01,256701.54270,276569.25040,6803,37.73,-7.74,-2.92,35.40,311597.25,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-03-01,256701.54270,276569.25040,6803,37.73,-7.74,-2.92,35.40,304334.51,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-03-01,256701.54270,276569.25040,6803,37.73,-7.74,-2.92,35.40,318859.98,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-03-01,180828.67410,182962.33700,4719,38.32,-1.18,-0.45,35.40,160126.74,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-03-01,180828.67410,182962.33700,4719,38.32,-1.18,-0.45,35.40,153579.20,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-03-01,180828.67410,182962.33700,4719,38.32,-1.18,-0.45,35.40,166674.29,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-04-01,244535.20520,239700.68480,7155,34.18,1.98,0.68,35.40,198422.89,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-04-01,244535.20520,239700.68480,7155,34.18,1.98,0.68,35.40,186898.65,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-04-01,244535.20520,239700.68480,7155,34.18,1.98,0.68,35.40,209947.14,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-04-01,498894.34390,542483.83580,13207,37.77,-8.74,-3.30,35.40,396927.33,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-04-01,498894.34390,542483.83580,13207,37.77,-8.74,-3.30,35.40,356400.08,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-04-01,498894.34390,542483.83580,13207,37.77,-8.74,-3.30,35.40,315872.82,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-04-01,232410.19800,245358.63000,6282,37.00,-5.57,-2.06,35.40,140991.95,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-04-01,232410.19800,245358.63000,6282,37.00,-5.57,-2.06,35.40,165006.42,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-04-01,232410.19800,245358.63000,6282,37.00,-5.57,-2.06,35.40,116977.49,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-05-01,180294.26870,175656.65040,5124,35.19,2.57,0.91,35.40,155546.26,Thu,141084.76,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-05-01,180294.26870,175656.65040,5124,35.19,2.57,0.91,35.40,148624.59,Thu,141084.76,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-05-01,180294.26870,175656.65040,5124,35.19,2.57,0.91,35.40,162467.94,Thu,141084.76,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-05-01,499703.41470,526206.93720,12937,38.63,-5.30,-2.05,35.40,364832.32,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-05-01,499703.41470,526206.93720,12937,38.63,-5.30,-2.05,35.40,407792.04,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-05-01,499703.41470,526206.93720,12937,38.63,-5.30,-2.05,35.40,321872.60,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-05-01,354856.04490,380511.15920,10388,34.16,-7.23,-2.47,35.40,470202.34,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-05-01,354856.04490,380511.15920,10388,34.16,-7.23,-2.47,35.40,455816.87,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-05-01,354856.04490,380511.15920,10388,34.16,-7.23,-2.47,35.40,484587.81,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-06-01,456017.46310,473223.98070,14188,32.14,-3.77,-1.21,35.40,526064.03,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-06-01,456017.46310,473223.98070,14188,32.14,-3.77,-1.21,35.40,539530.30,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-06-01,456017.46310,473223.98070,14188,32.14,-3.77,-1.21,35.40,532797.17,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-06-01,440905.99870,474967.32760,11688,37.72,-7.73,-2.91,35.40,410460.64,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-06-01,440905.99870,474967.32760,11688,37.72,-7.73,-2.91,35.40,395427.86,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-06-01,440905.99870,474967.32760,11688,37.72,-7.73,-2.91,35.40,380395.08,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-06-01,368789.57260,391923.65960,10761,34.27,-6.27,-2.15,35.40,293725.52,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-06-01,368789.57260,391923.65960,10761,34.27,-6.27,-2.15,35.40,237727.91,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-06-01,368789.57260,391923.65960,10761,34.27,-6.27,-2.15,35.40,265726.71,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-07-01,180183.03140,173842.92090,5143,35.03,3.52,1.23,35.40,109338.97,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-07-01,180183.03140,173842.92090,5143,35.03,3.52,1.23,35.40,126211.75,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-07-01,180183.03140,173842.92090,5143,35.03,3.52,1.23,35.40,92466.19,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-07-01,305231.90810,324248.84150,8086,37.75,-6.23,-2.35,35.40,225567.80,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-07-01,305231.90810,324248.84150,8086,37.75,-6.23,-2.35,35.40,245521.25,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-07-01,305231.90810,324248.84150,8086,37.75,-6.23,-2.35,35.40,205614.35,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-07-01,479010.15670,517742.19260,14344,33.39,-8.09,-2.70,35.40,318527.87,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-07-01,479010.15670,517742.19260,14344,33.39,-8.09,-2.70,35.40,280340.82,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-07-01,479010.15670,517742.19260,14344,33.39,-8.09,-2.70,35.40,356714.92,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-08-01,611894.67320,636341.31590,18867,32.43,-4.00,-1.30,35.40,298925.38,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-08-01,611894.67320,636341.31590,18867,32.43,-4.00,-1.30,35.40,417175.48,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-08-01,611894.67320,636341.31590,18867,32.43,-4.00,-1.30,35.40,358050.43,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-08-01,173306.90650,178699.97590,4453,38.92,-3.11,-1.21,35.40,127426.12,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-08-01,173306.90650,178699.97590,4453,38.92,-3.11,-1.21,35.40,110544.28,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-08-01,173306.90650,178699.97590,4453,38.92,-3.11,-1.21,35.40,144307.95,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-08-01,65133.96620,55946.05656,1548,42.08,14.11,5.94,35.40,71357.16,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-08-01,65133.96620,55946.05656,1548,42.08,14.11,5.94,35.40,75672.82,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-08-01,65133.96620,55946.05656,1548,42.08,14.11,5.94,35.40,67041.50,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-09-01,594953.63490,662850.99080,19366,30.72,-11.41,-3.51,35.40,528373.38,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-09-01,594953.63490,662850.99080,19366,30.72,-11.41,-3.51,35.40,545822.39,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-09-01,594953.63490,662850.99080,19366,30.72,-11.41,-3.51,35.40,510924.37,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-09-01,384806.77160,418101.59750,11257,34.18,-8.65,-2.96,35.40,310256.03,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-09-01,384806.77160,418101.59750,11257,34.18,-8.65,-2.96,35.40,336335.61,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-09-01,384806.77160,418101.59750,11257,34.18,-8.65,-2.96,35.40,284176.44,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-09-01,313491.73510,333030.87570,9183,34.14,-6.23,-2.13,35.40,229117.55,Thu,141084.76,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-09-01,313491.73510,333030.87570,9183,34.14,-6.23,-2.13,35.40,203470.44,Thu,141084.76,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-09-01,313491.73510,333030.87570,9183,34.14,-6.23,-2.13,35.40,254764.66,Thu,141084.76,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-01-10,144829.95670,141333.99630,4246,34.11,2.41,0.82,35.40,116677.95,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-01-10,144829.95670,141333.99630,4246,34.11,2.41,0.82,35.40,122819.88,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-01-10,144829.95670,141333.99630,4246,34.11,2.41,0.82,35.40,110536.01,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-01-10,120807.57420,123392.80410,2934,41.18,-2.14,-0.88,35.40,109568.98,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-01-10,120807.57420,123392.80410,2934,41.18,-2.14,-0.88,35.40,115842.24,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-01-10,120807.57420,123392.80410,2934,41.18,-2.14,-0.88,35.40,103295.73,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-01-10,90773.65306,84299.28824,2207,41.13,7.13,2.93,35.40,114088.71,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-01-10,90773.65306,84299.28824,2207,41.13,7.13,2.93,35.40,116348.52,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-01-10,90773.65306,84299.28824,2207,41.13,7.13,2.93,35.40,111828.90,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-10-10,179841.43180,170757.58120,4891,36.77,5.05,1.86,35.40,115792.15,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-10-10,179841.43180,170757.58120,4891,36.77,5.05,1.86,35.40,100173.25,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-10-10,179841.43180,170757.58120,4891,36.77,5.05,1.86,35.40,131411.05,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-10-10,119755.01160,116003.68690,3037,39.43,3.13,1.24,35.40,105499.12,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-10-10,119755.01160,116003.68690,3037,39.43,3.13,1.24,35.40,114091.33,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-10-10,119755.01160,116003.68690,3037,39.43,3.13,1.24,35.40,96906.91,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-10-10,50934.98319,44983.77730,1263,40.33,11.68,4.71,35.40,63032.97,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-10-10,50934.98319,44983.77730,1263,40.33,11.68,4.71,35.40,57158.92,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-10-10,50934.98319,44983.77730,1263,40.33,11.68,4.71,35.40,68907.02,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-11-10,76103.29152,73967.60569,2016,37.75,2.81,1.06,35.40,99429.72,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-11-10,76103.29152,73967.60569,2016,37.75,2.81,1.06,35.40,87340.58,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-11-10,76103.29152,73967.60569,2016,37.75,2.81,1.06,35.40,111518.87,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
